Time [hour],Load [MWh],Actual_Load [MWh],Price [Euro/kWh],Actual_Price [Euro/kWh]
,predicted load,actual_load,predicted price,actual_price
4109,24171.555,25035,,
4110,26296.316,26998,,
4111,28231.83,29247,,
4112,30266.43,31631,,
4113,32341.918,33088,,
4114,33054.14,34211,,
4115,33666.35,35470,,
4116,34693.832,36347,,
4117,35169.61,36050,,
4118,34283.08,35286,,
4119,33408.668,35026,,
4120,33454.254,34809,,
4121,33317.406,34247,,
4122,32698.617,33858,,
4123,32467.11,33045,,
4124,31625.467,32725,,
4125,31588.242,31900,,
4126,30730.703,29794,,
4127,28524.973,28351,,
4128,27577.496,26738,,
4129,26371.625,25513,,
4130,25570.695,24938,,
4131,25347.445,24566,,
4132,25221.574,24806,,
4133,25598.887,26383,,
4134,27270.898,28108,,
4135,28978.215,30095,,
4136,30800.65,32328,,
4137,32780.21,33702,,
4138,33462.508,34749,,
4139,34036.297,35895,,
4140,34963.133,36697,,
4141,35378.21,36335,,
4142,34460.79,35369,,
4143,33367.688,35063,,
4144,33453.402,34815,,
4145,33303.613,34074,,
4146,32469.383,33478,,
4147,32054.725,32728,,
4148,31395.75,32538,,
4149,31503.691,31567,,
4150,30413.426,29406,,
4151,28208.361,27977,,
4152,27291.998,26402,,
4153,26136.332,25200,,
4154,25352.326,24538,,
4155,25035.746,24248,,
4156,24989.152,24551,,
4157,25424.094,26184,,
4158,27133.883,27942,,
4159,28864.824,29895,,
4160,30630.475,32066,,
4161,32539.898,33338,,
4162,33123.555,34250,,
4163,33569.906,35464,,
4164,34652.4,36073,,
4165,34812.15,35585,,
4166,33811.227,34806,,
4167,33020.03,34456,,
4168,32953.27,34396,,
4169,33067.715,33844,,
4170,32396.074,33477,,
4171,32178.27,32662,,
4172,31327.805,32417,,
4173,31378.902,31713,,
4174,30647.543,29721,,
4175,28531.35,28284,,
4176,27543.746,26486,,
4177,26137.414,25228,,
4178,25330.367,24776,,
4179,25240.033,24424,,
4180,25133.465,24672,,
4181,25506.559,26258,,
4182,27174.348,27936,,
4183,28824.293,29878,,
4184,30597.527,32151,,
4185,32651.215,33651,,
4186,33491.21,34784,,
4187,34117.652,35961,,
4188,35036.25,36775,,
4189,35442.945,36440,,
4190,34554.945,35686,,
4191,33731.746,35397,,
4192,33733.617,35163,,
4193,33586.5,34589,,
4194,32958.797,34121,,
4195,32633.92,33311,,
4196,31830.078,33011,,
4197,31824.93,32190,,
4198,30959.498,29995,,
4199,28633.793,28796,,
4200,27993.857,26901,,
4201,26432.09,25543,,
4202,25529.375,24847,,
4203,25224.512,24676,,
4204,25319.57,24877,,
4205,25666.324,26336,,
4206,27206.205,27865,,
4207,28698.928,29812,,
4208,30517.22,32033,,
4209,32528.645,33431,,
4210,33263.676,34584,,
4211,33965.125,35906,,
4212,35071.62,36745,,
4213,35438.977,36337,,
4214,34438.574,35475,,
4215,33506.18,35058,,
4216,33394.547,34622,,
4217,33049.883,34043,,
4218,32520.238,33487,,
4219,32088.963,32657,,
4220,31304.14,32114,,
4221,30996.133,31079,,
4222,29978.29,29098,,
4223,28046.078,28001,,
4224,27439.43,26331,,
4225,26103.188,24975,,
4226,25152.586,23952,,
4227,24511.596,23412,,
4228,24264.148,23036,,
4229,24107.06,23122,,
4230,24302.094,23250,,
4231,24495.387,24790,,
4232,25982.14,26868,,
4233,28050,28714,,
4234,29669.414,29777,,
4235,30219.303,30694,,
4236,30768.266,31383,,
4237,31176.035,31307,,
4238,30732.479,30717,,
4239,29962.031,30215,,
4240,29546.924,29987,,
4241,29478.477,29799,,
4242,29375.96,29537,,
4243,29151.46,29296,,
4244,28964.938,29625,,
4245,29444.916,29567,,
4246,29316.59,27875,,
4247,27398.363,26234,,
4248,26027.172,24569,,
4249,24787.822,23297,,
4250,23952.863,22373,,
4251,23403.996,21858,,
4252,23159.176,21549,,
4253,23047.352,21527,,
4254,23128.016,21078,,
4255,22835.285,22136,,
4256,23729.559,23792,,
4257,25318.121,25623,,
4258,27037.418,26994,,
4259,28114.793,28315,,
4260,29088.49,29348,,
4261,29770.543,29953,,
4262,30027.25,29385,,
4263,29043.629,28885,,
4264,28537.71,28574,,
4265,28344.752,28561,,
4266,28460.074,28513,,
4267,28453.152,28686,,
4268,28672.23,29448,,
4269,29524.96,30429,,
4270,30487.36,28884,,
4271,28309,26983,,
4272,26529.686,25289,,
4273,25268.66,24056,,
4274,24488.574,23344,,
4275,24135.395,23067,,
4276,24101.877,23501,,
4277,24641.074,25475,,
4278,26642.637,27324,,
4279,28445.8,29648,,
4280,30600.621,32197,,
4281,32873.45,33997,,
4282,33947.484,35315,,
4283,34651.28,36737,,
4284,35765.35,37697,,
4285,36206.766,37572,,
4286,35518.78,36952,,
4287,34781.29,36751,,
4288,34846.445,36518,,
4289,34650.04,35801,,
4290,33837.047,35066,,
4291,33234.56,34091,,
4292,32343.934,34066,,
4293,32792.836,33285,,
4294,31844.854,30991,,
4295,29320.688,29280,,
4296,28165.371,27504,,
4297,26850.105,26173,,
4298,25998.799,25502,,
4299,25725.473,25109,,
4300,25604.143,25252,,
4301,25910.3,26860,,
4302,27654.492,28503,,
4303,29276.078,30372,,
4304,30969.547,32675,,
4305,33073.523,34549,,
4306,34382.773,35754,,
4307,34930.312,37183,,
4308,36088.78,38165,,
4309,36564.98,37796,,
4310,35551.47,37045,,
4311,34781.652,36779,,
4312,34832.33,36486,,
4313,34592.062,35722,,
4314,33747.863,35047,,
4315,33249.785,34164,,
4316,32450.14,33942,,
4317,32599.828,33060,,
4318,31609.576,30733,,
4319,29108.963,29341,,
4320,28328.598,27480,,
4321,26839.605,26212,,
4322,26042.738,25452,,
4323,25673.994,25058,,
4324,25555.27,25269,,
4325,25934.902,26763,,
4326,27554.184,28445,,
4327,29226.943,30414,,
4328,31046.992,32776,,
4329,33194.39,34409,,
4330,34154.008,35492,,
4331,34648.484,36902,,
4332,35869.812,37927,,
4333,36411.36,37730,,
4334,35596.195,37093,,
4335,34879.223,36851,,
4336,34901.29,36632,,
4337,34744.04,36144,,
4338,34226.9,35462,,
4339,33580.957,34392,,
4340,32532.078,34196,,
4341,32808.336,33371,,
4342,31880.318,31019,,
4343,29310.088,29569,,
4344,28480.637,27771,,
4345,27067.816,26548,,
4346,26311.324,25780,,
4347,25926.082,25369,,
4348,25787.203,25569,,
4349,26161.727,27074,,
4350,27810.691,28544,,
4351,29237.893,30459,,
4352,31032.059,33012,,
4353,33462.945,34752,,
4354,34490.29,36162,,
4355,35353.62,37783,,
4356,36634.137,38659,,
4357,36871.664,38361,,
4358,36011.26,37680,,
4359,35301.316,37528,,
4360,35466.83,37262,,
4361,35198.426,36322,,
4362,34120.637,35683,,
4363,33773.875,34770,,
4364,32909.34,34357,,
4365,32832.668,33404,,
4366,31831.287,31211,,
4367,29517.426,29702,,
4368,28573.057,27917,,
4369,27175.98,26583,,
4370,26306.258,25803,,
4371,25925.617,25401,,
4372,25807.188,25540,,
4373,26124.447,26935,,
4374,27657.605,28294,,
4375,28977.723,29952,,
4376,30490.959,32283,,
4377,32739.355,34072,,
4378,33966.43,35295,,
4379,34580.266,36829,,
4380,35890.523,37783,,
4381,36267.902,37444,,
4382,35306.46,36683,,
4383,34500.707,36411,,
4384,34545.766,36162,,
4385,34367.4,35588,,
4386,33741.1,34984,,
4387,33242.797,34140,,
4388,32454.59,33868,,
4389,32518.398,32738,,
4390,31235.133,30596,,
4391,29074.164,29293,,
4392,28340.062,27599,,
4393,26994.709,26030,,
4394,25851.426,25007,,
4395,25248.133,24319,,
4396,24892.367,23921,,
4397,24730.27,23986,,
4398,24933.586,23932,,
4399,24964.729,25200,,
4400,26225.197,27264,,
4401,28320.723,29278,,
4402,30173.426,30788,,
4403,31232.352,32041,,
4404,32042.04,33022,,
4405,32639.613,33261,,
4406,32426.297,32729,,
4407,31572.484,32203,,
4408,31105.717,31899,,
4409,30962.758,31546,,
4410,30677.441,31199,,
4411,30403.55,30955,,
4412,30256.133,31256,,
4413,30746.846,30860,,
4414,30178.055,28910,,
4415,28000.582,27361,,
4416,26831.854,25570,,
4417,25469.299,24359,,
4418,24707.422,23453,,
4419,24182.72,22892,,
4420,23903.492,22465,,
4421,23689.7,22357,,
4422,23703.553,21853,,
4423,23355.9,22434,,
4424,23883.145,23946,,
4425,25336.986,25429,,
4426,26742.621,26682,,
4427,27756.832,27948,,
4428,28738.824,29217,,
4429,29741.264,29888,,
4430,30032.355,29554,,
4431,29280.967,29179,,
4432,28841.621,28746,,
4433,28455.04,28513,,
4434,28334.066,28280,,
4435,28176.41,28223,,
4436,28198.422,29209,,
4437,29375.93,29539,,
4438,29533.988,27939,,
4439,27543.27,26142,,
4440,25943.82,24539,,
4441,24766.604,23421,,
4442,24071.117,22763,,
4443,23744.209,22468,,
4444,23675.564,22796,,
4445,24093.94,24567,,
4446,25839.488,26226,,
4447,27455.77,28423,,
4448,29497.145,30505,,
4449,31266.357,31821,,
4450,31971.578,32731,,
4451,32393.05,33642,,
4452,33059.387,34377,,
4453,33541.42,34181,,
4454,32892.125,33356,,
4455,31880.707,33088,,
4456,31905.78,32971,,
4457,31915.156,32608,,
4458,31522.03,31836,,
4459,30708.191,31126,,
4460,30147.434,31370,,
4461,30765.158,30658,,
4462,29868.617,28546,,
4463,27641.027,26838,,
4464,26371.527,25347,,
4465,25357.352,24257,,
4466,24691.576,23482,,
4467,24256.328,23181,,
4468,24184.787,23418,,
4469,24542.75,24814,,
4470,25955.188,26276,,
4471,27379.248,28598,,
4472,29629.838,30651,,
4473,31380.408,31870,,
4474,31961.02,32748,,
4475,32380.89,33765,,
4476,33206.117,34476,,
4477,33612.62,34001,,
4478,32606.613,33238,,
4479,31805.527,33110,,
4480,31993.25,33022,,
4481,31978.547,32528,,
4482,31398.994,31915,,
4483,30835.395,31394,,
4484,30456.137,31820,,
4485,31230.766,31086,,
4486,30206.664,29045,,
4487,28027.52,27249,,
4488,26652.416,25721,,
4489,25610.473,24406,,
4490,24744.467,23715,,
4491,24406.584,23492,,
4492,24426.55,23654,,
4493,24721.445,25127,,
4494,26216.953,26525,,
4495,27573.193,28819,,
4496,29798.137,31007,,
4497,31725.176,32550,,
4498,32659.266,33702,,
4499,33290.688,34860,,
4500,34162.516,35595,,
4501,34508.57,35333,,
4502,33745.6,34713,,
4503,33038.496,34493,,
4504,33056.188,34244,,
4505,32857.72,33749,,
4506,32342.59,33069,,
4507,31705.31,32266,,
4508,31004.465,32497,,
4509,31664.23,31844,,
4510,30809.67,29861,,
4511,28646.996,27825,,
4512,26999.75,26205,,
4513,25910.305,25032,,
4514,25209.715,24202,,
4515,24750.617,23786,,
4516,24597.178,23759,,
4517,24732.95,25180,,
4518,26206.178,26600,,
4519,27616.713,28696,,
4520,29626.094,31048,,
4521,31801.443,32717,,
4522,32865.133,34007,,
4523,33610.797,35357,,
4524,34663.805,36211,,
4525,35061.85,35990,,
4526,34278.016,35215,,
4527,33348.906,34985,,
4528,33437.117,34883,,
4529,33437.08,34468,,
4530,32952.406,33770,,
4531,32249.09,32990,,
4532,31582.531,33092,,
4533,32083.988,32130,,
4534,30872.846,30017,,
4535,28677.219,28217,,
4536,27350.479,26459,,
4537,26081.447,25148,,
4538,25251.336,24385,,
4539,24875.236,23817,,
4540,24593.621,23966,,
4541,24899.254,25387,,
4542,26392.89,26822,,
4543,27808.55,28846,,
4544,29729.842,31276,,
4545,32016.203,32890,,
4546,32978.766,34257,,
4547,33841.22,35420,,
4548,34617.34,36228,,
4549,35041.918,35967,,
4550,34237.188,35111,,
4551,33223.14,34752,,
4552,33182.195,34514,,
4553,33069.746,34009,,
4554,32540.46,33445,,
4555,32056.715,32626,,
4556,31285.605,32716,,
4557,31774.193,31380,,
4558,30119.33,29506,,
4559,28368.082,27822,,
4560,27116.926,26050,,
4561,25799.762,24638,,
4562,24862.16,23848,,
4563,24461.928,23218,,
4564,24135.227,22874,,
4565,23992.607,23182,,
4566,24384.121,23096,,
4567,24381.947,24279,,
4568,25489.91,26465,,
4569,27673.195,28335,,
4570,29364.977,29618,,
4571,30189.14,30634,,
4572,30793.809,31395,,
4573,31234.254,31742,,
4574,31277.91,31249,,
4575,30457.58,30754,,
4576,29987.14,30346,,
4577,29691.02,30012,,
4578,29465.586,29643,,
4579,29171.918,29230,,
4580,28831.4,29892,,
4581,29765.117,29327,,
4582,28965.203,27505,,
4583,27034.365,25931,,
4584,25798.223,24300,,
4585,24606.379,23105,,
4586,23835.998,22358,,
4587,23430.443,21827,,
4588,23165.684,21638,,
4589,23135.387,21632,,
4590,23227.156,21166,,
4591,22907.771,21818,,
4592,23450.121,23596,,
4593,25113.326,25314,,
4594,26752.434,26676,,
4595,27841.816,27931,,
4596,28756.104,29170,,
4597,29698.266,29834,,
4598,29983.85,29382,,
4599,29101.275,28853,,
4600,28518.895,28546,,
4601,28324.31,28095,,
4602,27947.031,27992,,
4603,27971.93,28089,,
4604,28157.25,29139,,
4605,29365.027,29447,,
4606,29466.316,27974,,
4607,27615.254,26181,,
4608,25989.242,24491,,
4609,24718.508,23316,,
4610,23975.672,22518,,
4611,23535.496,22209,,
4612,23459.871,22333,,
4613,23708.521,23831,,
4614,25162.586,25387,,
4615,26691.04,27327,,
4616,28478.502,29575,,
4617,30519.78,31209,,
4618,31657.814,32093,,
4619,31922.385,33228,,
4620,32847.004,34239,,
4621,33590.89,34196,,
4622,33000.633,33295,,
4623,31805.238,33149,,
4624,32010.469,33093,,
4625,32049.348,32643,,
4626,31512.102,32015,,
4627,30910.02,31307,,
4628,30301.875,31858,,
4629,31301.34,30542,,
4630,29539.363,28436,,
4631,27505.629,26665,,
4632,26214.367,25087,,
4633,25137.36,23868,,
4634,24370,23238,,
4635,24079.39,22991,,
4636,24064.844,23051,,
4637,24254.062,24487,,
4638,25677.424,25909,,
4639,27070.047,27759,,
4640,28777.46,29886,,
4641,30708.504,31318,,
4642,31631.059,32463,,
4643,32311.71,33460,,
4644,32979.86,34076,,
4645,33252.023,33709,,
4646,32434.205,32582,,
4647,31122.906,32208,,
4648,31133.652,31753,,
4649,30782.895,31188,,
4650,30286.021,30627,,
4651,29837.447,30411,,
4652,29811.658,31220,,
4653,30936.238,29606,,
4654,28755.5,27393,,
4655,26697.648,25589,,
4656,25409.281,23992,,
4657,24341.467,22839,,
4658,23641.695,22256,,
4659,23381.389,22018,,
4660,23362.275,22180,,
4661,23625.238,23522,,
4662,24909.209,24900,,
4663,26241.855,26786,,
4664,27982.824,28819,,
4665,29799.176,30230,,
4666,30743.242,31373,,
4667,31457.258,32412,,
4668,32178.61,33021,,
4669,32428.953,32555,,
4670,31498.266,31419,,
4671,30217.3,31130,,
4672,30306.234,30844,,
4673,30145.602,30221,,
4674,29522.896,29790,,
4675,29232.73,29486,,
4676,29060.148,30313,,
4677,30185.697,29229,,
4678,28703.557,27148,,
4679,26634.23,25436,,
4680,25357.652,23794,,
4681,24214.932,22704,,
4682,23556.482,22070,,
4683,23249.596,21782,,
4684,23181.676,21997,,
4685,23485.916,23482,,
4686,24901.152,24921,,
4687,26296.586,26942,,
4688,28167.895,29093,,
4689,30093.844,30618,,
4690,31124.457,31821,,
4691,31851.613,32736,,
4692,32379.768,33329,,
4693,32652.207,33058,,
4694,31980.256,32058,,
4695,30787.393,31599,,
4696,30619.965,31340,,
4697,30539.422,30856,,
4698,30078.328,30328,,
4699,29627.902,29914,,
4700,29343.723,30615,,
4701,30370.271,29675,,
4702,29077.47,27519,,
4703,26882.504,25719,,
4704,25529.707,24038,,
4705,24364.506,22895,,
4706,23673.29,22204,,
4707,23327.404,21948,,
4708,23293.041,22036,,
4709,23500.03,23406,,
4710,24805.727,24731,,
4711,26094.543,26534,,
4712,27746.617,28618,,
4713,29635.965,30302,,
4714,30920.34,31269,,
4715,31328.195,32063,,
4716,31774.969,32707,,
4717,32178.332,32303,,
4718,31335.791,31428,,
4719,30350.68,30954,,
4720,30108.82,30682,,
4721,30008.684,30314,,
4722,29701.717,29909,,
4723,29363.53,29529,,
4724,29072.098,30216,,
4725,30043.162,29048,,
4726,28519.041,27022,,
4727,26550.05,25417,,
4728,25375.363,23886,,
4729,24317.682,22691,,
4730,23552.805,21852,,
4731,23063.844,21319,,
4732,22792.188,21073,,
4733,22717.455,21288,,
4734,22985.836,21235,,
4735,23023.352,22100,,
4736,23761.672,23698,,
4737,25240.785,25270,,
4738,26682.367,26221,,
4739,27339.957,26888,,
4740,27678.879,27535,,
4741,28094.42,27741,,
4742,28083.281,26913,,
4743,27054.379,26322,,
4744,26527.047,26055,,
4745,26404.924,25863,,
4746,26326.055,25591,,
4747,26126.863,25661,,
4748,26261.695,26950,,
4749,27646.158,26504,,
4750,26997.84,24950,,
4751,25375.07,23327,,
4752,24016.04,21940,,
4753,23022.3,20812,,
4754,22288.62,20250,,
4755,21986.744,19857,,
4756,21818.336,19606,,
4757,21721.557,19746,,
4758,21886.025,19360,,
4759,21675.236,20097,,
4760,22207.828,21647,,
4761,23560.176,23136,,
4762,24937.668,24098,,
4763,25688.016,24923,,
4764,26222.016,25645,,
4765,26690.773,25888,,
4766,26711.2,25081,,
4767,25753.6,24512,,
4768,25213.824,24340,,
4769,25146.348,24350,,
4770,25247.29,24466,,
4771,25406.898,24704,,
4772,25646.246,26406,,
4773,27359.893,26325,,
4774,27050.773,24644,,
4775,25210.879,23043,,
4776,23834.281,21586,,
4777,22776.695,20701,,
4778,22225.002,20165,,
4779,21956.65,20047,,
4780,21982.998,20470,,
4781,22413.21,22251,,
4782,23998.25,23819,,
4783,25505.11,25669,,
4784,27138.326,27204,,
4785,28347.408,28403,,
4786,29142.994,29413,,
4787,29801.463,29981,,
4788,30028.01,30720,,
4789,30624.002,31165,,
4790,30858.754,30481,,
4791,29791.627,29988,,
4792,29372.408,29804,,
4793,29352.297,29573,,
4794,29186.803,29058,,
4795,28678.922,28787,,
4796,28526.33,30225,,
4797,30352.758,29060,,
4798,28618.375,26773,,
4799,26310.613,25133,,
4800,25133.781,23736,,
4801,24222.633,22556,,
4802,23473.92,21966,,
4803,23182.863,21854,,
4804,23258.373,22025,,
4805,23529.822,23560,,
4806,24977.297,25002,,
4807,26371.61,26761,,
4808,27951.473,28841,,
4809,29819.41,30202,,
4810,30702.512,31108,,
4811,31133.041,31998,,
4812,31757.61,32539,,
4813,32003.488,31838,,
4814,30827.781,30798,,
4815,29764.39,30440,,
4816,29729.809,30427,,
4817,29922.143,30139,,
4818,29626.492,29845,,
4819,29372.23,29814,,
4820,29448.48,31093,,
4821,31054.45,29865,,
4822,29164.09,27652,,
4823,26935.707,25993,,
4824,25752.117,24370,,
4825,24626.977,23178,,
4826,23880.215,22561,,
4827,23592.424,22279,,
4828,23540.27,22437,,
4829,23806.09,23837,,
4830,25163.828,25314,,
4831,26602.908,26889,,
4832,27999.068,29106,,
4833,30056.559,30467,,
4834,30925.613,31441,,
4835,31428.264,32629,,
4836,32404.115,33465,,
4837,32899.395,33331,,
4838,32278.107,32547,,
4839,31280.955,32146,,
4840,31098.328,31978,,
4841,31095.092,31660,,
4842,30795.016,31087,,
4843,30218.762,30637,,
4844,29894.74,31646,,
4845,31355.309,30203,,
4846,29279.445,27858,,
4847,27001.389,26115,,
4848,25792.707,24350,,
4849,24564.328,23298,,
4850,23964.016,22638,,
4851,23652.26,22409,,
4852,23641.617,22513,,
4853,23862.867,23819,,
4854,25129.957,25214,,
4855,26486.996,26881,,
4856,27998.494,29041,,
4857,29991.594,30637,,
4858,31158.125,31745,,
4859,31754.074,32791,,
4860,32479.031,33475,,
4861,32821.312,33492,,
4862,32468.408,32510,,
4863,31163.633,32181,,
4864,31146.22,31874,,
4865,30952.47,31583,,
4866,30735.672,31176,,
4867,30364.164,30817,,
4868,30091.865,31974,,
4869,31700.887,30505,,
4870,29502.521,28407,,
4871,27482.598,26601,,
4872,26157.512,25091,,
4873,25151.852,23964,,
4874,24464.7,23173,,
4875,24022.21,23070,,
4876,24127.955,23168,,
4877,24360.54,24581,,
4878,25761.438,25966,,
4879,27107.758,27616,,
4880,28592.523,29672,,
4881,30471.791,31129,,
4882,31476.05,32218,,
4883,32094.352,33462,,
4884,33100.355,34079,,
4885,33271.08,33778,,
4886,32522.88,32787,,
4887,31352.46,32473,,
4888,31382.906,32160,,
4889,31175.844,31947,,
4890,31058.293,31360,,
4891,30433.617,30819,,
4892,29998.254,31738,,
4893,31383,30166,,
4894,29184.656,28213,,
4895,27380.795,26567,,
4896,26194.023,24868,,
4897,24972.59,23520,,
4898,24087.586,22684,,
4899,23624.535,22116,,
4900,23345.031,21823,,
4901,23243.09,22220,,
4902,23683.965,22450,,
4903,23967.643,23504,,
4904,24920.066,25638,,
4905,26975.129,27463,,
4906,28629.98,28572,,
4907,29291.25,29485,,
4908,29818.998,30326,,
4909,30401.879,30380,,
4910,30088.71,29605,,
4911,29052.486,28971,,
4912,28514.559,28639,,
4913,28363.55,28316,,
4914,28153.215,27905,,
4915,27816.777,27986,,
4916,28033.934,29330,,
4917,29616,28126,,
4918,27926.93,26339,,
4919,26164.145,24781,,
4920,24971.11,23216,,
4921,23859.758,22118,,
4922,23165.648,21319,,
4923,22706.227,20829,,
4924,22460.848,20671,,
4925,22447.758,20829,,
4926,22663.988,20593,,
4927,22549.547,21006,,
4928,22877.52,22698,,
4929,24368.43,24200,,
4930,25788.668,25328,,
4931,26678.188,26160,,
4932,27196.57,27064,,
4933,27845.738,27469,,
4934,27989.646,26760,,
4935,27022.383,26257,,
4936,26532.062,26047,,
4937,26434.234,25900,,
4938,26379.646,25772,,
4939,26310.533,26173,,
4940,26765.174,28313,,
4941,29083.914,27776,,
4942,28042.434,26254,,
4943,26311.04,24601,,
4944,24894.1,23191,,
4945,23878.27,22167,,
4946,23232.154,21668,,
4947,23003.697,21462,,
4948,22987.336,21728,,
4949,23316.252,23645,,
4950,25109.867,25657,,
4951,27094.277,27503,,
4952,28699.783,29846,,
4953,30793.5,31360,,
4954,31734.402,32566,,
4955,32434.83,33616,,
4956,33135.336,34481,,
4957,33701.86,34275,,
4958,32967.492,33349,,
4959,31824.8,33032,,
4960,31831.902,32880,,
4961,31822.41,32501,,
4962,31427.5,31810,,
4963,30724.414,31445,,
4964,30561.701,32505,,
4965,32087.707,30698,,
4966,29473.785,28669,,
4967,27660.605,26802,,
4968,26285.463,25095,,
4969,25100.188,24017,,
4970,24482.938,23504,,
4971,24305.926,23140,,
4972,24179.55,23394,,
4973,24533.457,25202,,
4974,26354.32,27050,,
4975,28181.398,28879,,
4976,29774.746,31190,,
4977,31883.28,32697,,
4978,32760.582,33977,,
4979,33567.812,35370,,
4980,34695.047,36200,,
4981,35041.297,35906,,
4982,34172.22,35021,,
4983,33137.56,34777,,
4984,33260.445,34653,,
4985,33242.914,34209,,
4986,32733.648,33518,,
4987,32054.137,32967,,
4988,31676.496,34126,,
4989,33446.85,32170,,
4990,30482.133,29982,,
4991,28548.432,28131,,
4992,27249.188,26366,,
4993,26001.023,25161,,
4994,25282.045,24528,,
4995,25021.566,24086,,
4996,24839.94,24155,,
4997,25055.143,25709,,
4998,26681.346,27517,,
4999,28502.332,29268,,
5000,30041.54,31683,,
5001,32320.768,33341,,
5002,33343.785,34651,,
5003,34120.16,36040,,
5004,35222.336,37049,,
5005,35757.48,36656,,
5006,34688.79,35791,,
5007,33757.65,35451,,
5008,33747.414,35401,,
5009,33870.07,34899,,
5010,33244.586,34210,,
5011,32594.008,33611,,
5012,32160.43,34584,,
5013,33727.086,32802,,
5014,31024.902,30529,,
5015,28928.96,28382,,
5016,27325.258,26559,,
5017,26088.45,25257,,
5018,25311.605,24600,,
5019,25051.64,24275,,
5020,24993.953,24485,,
5021,25347.848,26160,,
5022,27107.238,27826,,
5023,28742.21,29595,,
5024,30300.117,31879,,
5025,32417.23,33623,,
5026,33592.758,34925,,
5027,34333.297,36217,,
5028,35308.215,37454,,
5029,36176.043,37080,,
5030,35017.227,36356,,
5031,34270.742,36150,,
5032,34380.17,35884,,
5033,34140.758,35151,,
5034,33312.297,34275,,
5035,32539.957,33851,,
5036,32427.836,34587,,
5037,33619.016,32533,,
5038,30673.68,30195,,
5039,28631.863,28284,,
5040,27324.914,26588,,
5041,26171.963,25301,,
5042,25371.41,24609,,
5043,25060.436,24273,,
5044,24987.88,24400,,
5045,25263.646,26039,,
5046,26985.2,27809,,
5047,28749.969,29305,,
5048,29973.844,31504,,
5049,32045.426,33029,,
5050,33007.46,34167,,
5051,33641.2,35234,,
5052,34406.594,35901,,
5053,34706.066,35235,,
5054,33447.117,34195,,
5055,32401.633,33628,,
5056,32175.217,33255,,
5057,31994.771,32691,,
5058,31470.04,32038,,
5059,30904.584,31552,,
5060,30592.098,32256,,
5061,31711.996,29886,,
5062,28607.395,27681,,
5063,26815.95,26160,,
5064,25878.086,24678,,
5065,24888.602,23415,,
5066,24060.62,22522,,
5067,23525.328,22003,,
5068,23271.113,21777,,
5069,23223.338,21967,,
5070,23485.277,22164,,
5071,23726.104,22898,,
5072,24388.582,24604,,
5073,25984.086,26076,,
5074,27318.57,26730,,
5075,27631.324,27213,,
5076,27816.375,27645,,
5077,28065.828,27379,,
5078,27609.379,26155,,
5079,26307.754,25388,,
5080,25712.562,25041,,
5081,25573.357,24831,,
5082,25518.105,24780,,
5083,25560.29,25392,,
5084,26216.45,27026,,
5085,27897.305,25631,,
5086,26168.727,23908,,
5087,24505.506,22616,,
5088,23521.672,21329,,
5089,22642.074,20350,,
5090,22013.934,19856,,
5091,21749.852,19516,,
5092,21607.453,19475,,
5093,21654.086,19611,,
5094,21826.137,19517,,
5095,21813.44,19679,,
5096,21934.77,21356,,
5097,23284.262,22670,,
5098,24530.408,23477,,
5099,25152.016,24065,,
5100,25483.959,24732,,
5101,25930.418,24741,,
5102,25772.355,23546,,
5103,24545.133,22855,,
5104,23934.076,22618,,
5105,23824.748,22557,,
5106,23877.95,22712,,
5107,24083.15,23717,,
5108,25033.586,25932,,
5109,27213.785,25295,,
5110,26266.018,23740,,
5111,24587.58,22344,,
5112,23399.736,21137,,
5113,22533.736,20452,,
5114,22117.203,20057,,
5115,21938.254,20056,,
5116,22036.977,20469,,
5117,22448.209,22619,,
5118,24343.9,24765,,
5119,26439.781,26412,,
5120,27810.44,28361,,
5121,29415.008,29526,,
5122,30072.521,30374,,
5123,30499.844,31188,,
5124,31072.047,31738,,
5125,31372.45,31114,,
5126,30312.055,30053,,
5127,29193.93,29758,,
5128,29211.867,29612,,
5129,29226.89,29480,,
5130,29159.254,29156,,
5131,28840.314,29593,,
5132,29453.676,31013,,
5133,31099.945,28633,,
5134,27830.416,26310,,
5135,25828.781,24749,,
5136,24832.14,23586,,
5137,24156.988,22691,,
5138,23645.209,22249,,
5139,23459.502,22206,,
5140,23569.355,22623,,
5141,24034.686,24595,,
5142,25935.262,26560,,
5143,27852.508,27932,,
5144,28886.973,29487,,
5145,30117.297,30412,,
5146,30598.664,31189,,
5147,31071.623,31824,,
5148,31478.244,32056,,
5149,31451.506,31060,,
5150,30065.867,30022,,
5151,29138.46,29731,,
5152,29187.066,29745,,
5153,29394.168,29440,,
5154,29079.19,29146,,
5155,28827.01,29702,,
5156,29587.162,30857,,
5157,30873.592,28449,,
5158,27667.316,26371,,
5159,25936.09,25107,,
5160,25189.594,23758,,
5161,24296.967,22920,,
5162,23810.588,22557,,
5163,23696.37,22478,,
5164,23777.977,22871,,
5165,24218.918,24611,,
5166,25903.465,26637,,
5167,27891.326,27924,,
5168,28848.504,29511,,
5169,30136.16,30450,,
5170,30636.406,31356,,
5171,31265.982,32223,,
5172,31914.719,32516,,
5173,31861.23,31679,,
5174,30620.195,30715,,
5175,29719.312,30542,,
5176,29892.848,30676,,
5177,30203.219,30247,,
5178,29670.344,29733,,
5179,29184.195,30199,,
5180,29927.594,31493,,
